# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  1 07:10:39 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2
8168509,CANDIDATE,414.450080000,1.2100000e-02,-1.2100000e-02,0.9853,17.9000,-0.0761,19.15000,1.10000,-1.10000,7.2950e+02,5.060e+01,-5.060e+01,7.01,4.330e+00,-1.510e+00,364.0,,,4.17,8.13,-2.01,19.00,7037.00,215.00,-299.00,4.136,0.135,-0.135,1.6830,1.0400,-0.3610
10397751,CANDIDATE,5.431036160,4.6290000e-05,-4.6290000e-05,0.8160,0.1570,-0.5760,2.46900,0.17900,-0.17900,6.6800e+01,6.700e+00,-6.700e+00,0.66,7.000e-02,-7.000e-02,873.0,,,137.10,54.14,-37.76,10.80,5374.00,160.00,-144.00,4.555,0.088,-0.064,0.7210,0.0820,-0.0730
8258103,FALSE POSITIVE,0.594003994,1.9750000e-06,-1.9750000e-06,0.4978,0.0045,-0.4839,5.55700,0.50700,-0.50700,2.5400e+01,1.800e+00,-1.800e+00,1.55,3.000e-01,-5.600e-01,4952.0,,,142174.84,82613.38,-93281.31,51.10,8596.00,240.00,-360.00,3.793,0.306,-0.306,2.9680,0.5640,-1.0720
8297319,CANDIDATE,328.322110000,1.3470000e-02,-1.3470000e-02,0.1169,0.3530,-0.1168,13.53000,1.30000,-1.30000,3.9900e+02,5.140e+01,-5.140e+01,1.30,1.800e-01,-1.000e-01,193.0,,,0.33,0.17,-0.08,8.20,4906.00,182.00,-164.00,4.648,0.032,-0.032,0.6680,0.0950,-0.0520
8423344,CANDIDATE,381.979770000,3.9820000e-02,-3.9820000e-02,0.2178,0.2988,-0.2177,15.70000,4.60000,-4.60000,9.0000e+02,3.190e+02,-3.190e+02,1.55,1.500e-01,-1.400e-01,132.0,,,0.07,0.02,-0.02,10.40,3761.00,50.00,-50.00,4.724,0.060,-0.060,0.5260,0.0500,-0.0500
8444868,CANDIDATE,67.412998000,4.7310000e-03,-4.7310000e-03,0.5109,0.0605,-0.4295,9.10000,2.40000,-2.40000,1.2610e+02,2.430e+01,-2.430e+01,1.57,8.700e-01,-3.100e-01,572.0,,,25.32,41.76,-11.26,6.20,6525.00,159.00,-233.00,4.248,0.138,-0.138,1.3590,0.7490,-0.2700
8579684,FALSE POSITIVE,2.088027990,2.3650000e-05,-2.3650000e-05,0.9865,0.0014,-0.0017,24.01700,0.86900,-0.86900,7.0800e+01,2.100e+00,-2.100e+00,1.93,1.100e+00,-4.900e-01,2003.0,,,3806.17,6502.33,-1954.15,60.50,6593.00,166.00,-213.00,4.117,0.180,-0.180,1.6700,0.9450,-0.4260
8649876,FALSE POSITIVE,10.421278800,3.1870000e-04,-3.1870000e-04,1.1510,0.2220,-0.8620,28.48320,0.00000,0.00000,1.4800e+02,5.300e+00,-5.300e+00,36.90,7.800e+00,-1.169e+01,1235.0,,,549.92,358.49,-322.85,31.00,6183.00,186.00,-186.00,3.908,0.285,-0.114,2.0730,0.4380,-0.6570
8682094,CANDIDATE,359.824991300,,,,,,5.22000,,,,,,,,,,,,,,,,,,,,,,,,
8846809,FALSE POSITIVE,0.778705577,3.3480000e-06,-3.3480000e-06,1.1716,0.0689,-0.0004,6.44500,0.88600,-0.88600,5.4500e+01,2.700e+00,-2.700e+00,59.33,1.287e+01,-1.869e+01,4233.0,,,75864.33,49929.69,-45622.33,104.90,7846.00,225.00,-313.00,3.743,0.269,-0.269,3.0660,0.6650,-0.9660
8868686,FALSE POSITIVE,4.447091070,7.0700000e-05,-7.0700000e-05,0.9880,0.0370,-0.7430,16.79000,1.50000,-1.50000,4.0500e+01,2.000e+00,-2.000e+00,0.96,2.800e-01,-1.600e-01,1228.0,,,537.35,465.52,-204.86,22.60,6137.00,165.00,-202.00,4.357,0.128,-0.192,1.0760,0.3180,-0.1710
9025662,FALSE POSITIVE,293.706960000,1.5540000e-02,-1.5540000e-02,63.9417,20.9800,-59.3200,11.03000,1.50000,-1.50000,1.5750e+03,1.910e+02,-1.910e+02,6140.44,2.544e+03,-5.776e+02,274.0,,,1.34,1.68,-0.38,11.20,6054.00,188.00,-202.00,4.508,0.048,-0.048,0.8930,0.3700,-0.0840
8572936,FALSE POSITIVE,27.795762425,6.1250000e-06,-6.1250000e-06,0.4830,0.0040,-0.0040,15.50560,0.01070,-0.01070,4.2033e+05,2.610e+02,-2.610e+02,81.48,5.270e+00,-5.840e+00,655.0,,,43.51,9.40,-8.89,1969.50,5915.00,105.00,-117.00,4.329,0.055,-0.045,1.1300,0.0730,-0.0810
9837578,FALSE POSITIVE,20.733748565,1.6280000e-06,-1.6280000e-06,0.4790,0.0040,-0.0050,6.28773,0.00371,-0.00371,4.1734e+05,2.230e+02,-2.230e+02,69.80,4.800e+00,-4.810e+00,661.0,,,45.06,10.87,-8.03,2236.70,5620.00,118.00,-75.00,4.363,0.065,-0.040,0.9740,0.0670,-0.0670
7821010,FALSE POSITIVE,24.238241803,2.4940000e-06,-2.4940000e-06,0.4260,0.0070,-0.0070,4.16665,0.00528,-0.00528,4.6196e+05,4.800e+02,-4.800e+02,102.31,1.897e+01,-1.169e+01,793.0,,,93.68,43.75,-23.89,1126.40,6457.00,70.00,-83.00,4.259,0.080,-0.120,1.3650,0.2530,-0.1560
5473556,FALSE POSITIVE,11.258825027,4.4600000e-07,-4.4600000e-07,0.8050,0.0050,-0.0070,8.95920,0.00174,-0.00174,1.9628e+05,3.590e+01,-3.590e+01,87.18,2.322e+01,-3.478e+01,1080.0,,,322.25,259.96,-219.28,6395.70,6217.00,188.00,-188.00,4.052,0.413,-0.177,1.4640,0.3900,-0.5840
6504534,FALSE POSITIVE,28.162612575,2.6630000e-06,-2.6630000e-06,0.9520,0.0720,-0.0380,3.19576,0.00808,-0.00808,3.7750e+04,6.060e+01,-6.060e+01,23.52,1.950e+00,-2.350e+00,470.0,,,11.52,3.51,-3.25,912.70,4936.00,133.00,-148.00,4.540,0.078,-0.042,0.7610,0.0630,-0.0760
6307062,FALSE POSITIVE,75.378956896,8.7420000e-06,-8.7420000e-06,0.2730,0.0040,-0.0040,7.70352,0.00559,-0.00559,5.3918e+05,5.740e+02,-5.740e+02,58.76,1.036e+01,-4.800e+00,365.0,,,4.17,2.33,-1.02,1886.60,5420.00,162.00,-146.00,4.596,0.030,-0.120,0.7710,0.1360,-0.0630
5652983,FALSE POSITIVE,9.058466200,1.1460000e-04,-1.1460000e-04,0.1540,0.3001,-0.1540,6.37600,0.29800,-0.29800,6.1800e+01,4.100e+00,-4.100e+00,2.46,8.000e-02,-8.000e-02,1310.0,,,695.41,102.98,-91.84,17.90,5198.00,95.00,-95.00,3.614,0.016,-0.016,3.2070,0.1070,-0.1070
9092897,FALSE POSITIVE,3.916915500,,,,,,2.11000,,,,,,,,,,,,,,,,,,,,,,,,
9246715,FALSE POSITIVE,342.553157230,9.7340000e-05,-9.7340000e-05,0.7970,0.0050,-0.0060,73.80680,0.01240,-0.01240,1.9289e+05,2.890e+01,-2.890e+01,830.99,1.841e+02,-3.989e+02,738.0,,,70.22,44.93,-53.20,8248.40,4857.00,116.00,-131.00,2.422,0.427,-0.183,14.2190,3.1500,-6.8260
9292130,FALSE POSITIVE,362.747593000,7.9620000e-03,-7.9620000e-03,0.3185,0.1293,-0.3184,16.45000,1.40000,-1.40000,1.3240e+02,1.090e+01,-1.090e+01,2.51,1.200e-01,-9.000e-02,384.0,,,5.13,0.67,-0.54,13.00,6176.00,52.00,-52.00,3.885,0.015,-0.015,2.1600,0.1000,-0.0800
9541144,FALSE POSITIVE,0.536650344,7.9800000e-06,-7.9800000e-06,0.7718,0.1991,-0.5277,2.87800,0.60100,-0.60100,2.5800e+01,4.300e+00,-4.300e+00,1.57,6.500e-01,-8.800e-01,3380.0,,,30860.16,39181.42,-25778.73,7.00,5490.00,185.00,-190.00,3.681,0.560,-0.560,2.8250,1.1580,-1.5950
8677057,CANDIDATE,0.694611128,3.7410000e-06,-3.7410000e-06,0.1760,0.2830,-0.1760,1.11500,0.15200,-0.15200,9.8800e+01,1.370e+01,-1.370e+01,0.64,6.000e-02,-4.000e-02,1415.0,,,945.45,318.96,-218.14,9.30,4612.00,124.00,-138.00,4.646,0.024,-0.052,0.6620,0.0640,-0.0450
8702537,CANDIDATE,7.475184100,2.2730000e-04,-2.2730000e-04,0.3090,0.1450,-0.3090,5.16600,0.53200,-0.53200,2.8100e+01,3.600e+00,-3.600e+00,0.85,2.000e-01,-2.700e-01,1168.0,,,439.51,318.13,-252.81,9.20,5616.00,184.00,-127.00,3.980,0.336,-0.144,1.6020,0.3700,-0.5090
8757213,FALSE POSITIVE,328.048500000,4.5630000e-02,-4.5630000e-02,0.3290,0.1320,-0.3290,13.75000,2.70000,-2.70000,3.9800e+02,1.140e+02,-1.140e+02,2.22,7.800e-01,-2.600e-01,292.0,,,1.72,1.82,-0.59,6.90,6268.00,195.00,-260.00,4.429,0.054,-0.229,1.1000,0.3840,-0.1280
8880003,FALSE POSITIVE,1.721287520,2.7800000e-05,-2.7800000e-05,0.4490,0.0170,-0.4480,2.36600,0.36500,-0.36500,5.8500e+01,9.900e+00,-9.900e+00,0.65,1.700e-01,-6.000e-02,1415.0,,,944.49,750.53,-251.94,7.70,5813.00,157.00,-174.00,4.561,0.035,-0.184,0.8330,0.2250,-0.0750
8953296,FALSE POSITIVE,0.784294574,5.1000000e-08,-5.1000000e-08,0.7640,0.0070,-0.0070,4.18831,0.00412,-0.00412,2.1253e+05,1.460e+02,-1.460e+02,87.26,2.512e+01,-2.285e+01,2651.0,,,11702.60,9989.03,-6255.87,1751.10,6576.00,185.00,-254.00,4.171,0.209,-0.171,1.4550,0.4190,-0.3810
8749844,FALSE POSITIVE,361.510990000,1.0220000e-02,-1.0220000e-02,0.4430,0.5310,-0.2430,4.86800,0.51900,-0.51900,2.3590e+02,3.120e+01,-3.120e+01,6.85,1.100e+00,-3.290e+00,733.0,,,68.36,35.71,-52.80,9.30,9492.00,297.00,-396.00,3.619,0.451,-0.080,4.2980,0.6880,-2.0650
8962007,FALSE POSITIVE,1.414358610,1.4400000e-05,-1.4400000e-05,0.1890,0.2960,-0.1890,2.28500,0.26200,-0.26200,5.6800e+01,7.300e+00,-7.300e+00,0.74,2.500e-01,-1.300e-01,1578.0,,,1458.20,1479.90,-594.53,9.50,5470.00,164.00,-164.00,4.366,0.168,-0.231,0.9940,0.3360,-0.1810
8703491,FALSE POSITIVE,0.616343903,3.4900000e-07,-3.4900000e-07,0.0420,0.4280,-0.0420,0.76560,0.02390,-0.02390,1.6140e+02,3.300e+00,-3.300e+00,1.72,5.600e-01,-3.400e-01,2513.0,,,9411.28,9257.12,-4251.22,77.80,6045.00,190.00,-232.00,4.264,0.136,-0.204,1.3400,0.4340,-0.2670
9043947,CANDIDATE,1.043478580,1.0710000e-05,-1.0710000e-05,0.4970,0.0000,-0.4710,2.01200,0.30600,-0.30600,2.2500e+01,3.400e+00,-3.400e+00,1.09,2.000e-01,-3.900e-01,2688.0,,,12313.82,7298.71,-7905.69,8.60,6014.00,200.00,-182.00,3.843,0.300,-0.100,2.2460,0.4090,-0.8170
9079587,FALSE POSITIVE,364.339290000,1.4510000e-02,-1.4510000e-02,0.9340,0.0310,-0.6520,13.48600,0.98400,-0.98400,1.9440e+03,1.400e+02,-1.400e+02,4.40,1.000e+00,-4.200e-01,228.0,,,0.64,0.42,-0.17,15.90,5606.00,152.00,-152.00,4.557,0.050,-0.150,0.8000,0.1810,-0.0770
8703506,FALSE POSITIVE,352.710091000,7.7400000e-03,-7.7400000e-03,0.3290,0.1330,-0.3290,2.90100,0.36400,-0.36400,1.6580e+03,2.120e+02,-2.120e+02,3.75,1.190e+00,-4.000e-01,261.0,,,1.09,1.05,-0.34,9.60,6112.00,192.00,-234.00,4.513,0.052,-0.221,0.9080,0.2870,-0.0960
8590776,FALSE POSITIVE,33.893817700,6.1900000e-04,-6.1900000e-04,0.3320,0.1240,-0.3320,2.01200,0.62300,-0.62300,2.0510e+02,4.020e+01,-4.020e+01,1.22,3.500e-01,-1.100e-01,527.0,,,18.27,15.16,-5.00,6.80,5818.00,156.00,-174.00,4.554,0.036,-0.192,0.8480,0.2400,-0.0800
8761550,FALSE POSITIVE,224.591055000,3.4900000e-03,-3.4900000e-03,0.7680,0.0070,-0.5540,3.23200,0.61200,-0.61200,1.2520e+02,2.240e+01,-2.240e+01,2.17,3.600e-01,-6.800e-01,392.0,,,5.56,2.91,-3.22,8.20,5786.00,157.00,-157.00,3.992,0.285,-0.095,1.7710,0.3000,-0.5570
8686761,FALSE POSITIVE,374.939990980,,,0.6400,,,17.08490,,,2.3510e+02,,,4.67,1.430e+00,-3.100e+00,381.0,,,4.99,4.63,-4.50,8.40,5382.00,169.00,-187.00,3.645,0.856,-0.214,2.9090,0.8900,-1.9290
8873450,CONFIRMED,24.278380100,3.5880000e-04,-3.5880000e-04,0.7170,0.2290,-0.4850,4.56400,0.25800,-0.25800,7.1440e+02,6.050e+01,-6.050e+01,2.03,8.000e-02,-1.700e-01,432.0,,,8.27,1.81,-2.11,13.60,4450.00,132.00,-132.00,4.583,0.056,-0.020,0.7070,0.0290,-0.0590
8880317,CANDIDATE,382.589100000,1.0960000e-01,-1.0960000e-01,0.0420,0.4160,-0.0420,11.70000,10.40000,-10.40000,2.9820e+02,3.670e+01,-3.670e+01,2.15,6.500e-01,-4.300e-01,305.0,,,2.05,1.81,-0.91,10.50,6337.00,176.00,-220.00,4.261,0.175,-0.175,1.2390,0.3710,-0.2470
8750503,FALSE POSITIVE,11.928319400,3.2030000e-04,-3.2030000e-04,0.0520,0.4000,-0.0520,6.69000,0.68400,-0.68400,1.8250e+02,1.970e+01,-1.970e+01,0.98,1.000e-01,-1.000e-01,632.0,,,37.80,13.21,-11.03,10.60,5010.00,151.00,-151.00,4.545,0.071,-0.052,0.7500,0.0710,-0.0790
8639155,FALSE POSITIVE,0.603351522,1.2810000e-06,-1.2810000e-06,0.4600,0.0010,-0.4600,0.83580,0.08390,-0.08390,1.6410e+02,1.200e+01,-1.200e+01,3.91,6.000e-01,-1.480e+00,3730.0,,,45493.51,22533.21,-29626.98,20.60,6240.00,190.00,-152.00,3.679,0.312,-0.078,2.9480,0.4470,-1.1190
9021047,FALSE POSITIVE,31.972800450,9.0390000e-05,-9.0390000e-05,0.9350,0.0100,-0.0170,4.90000,0.17100,-0.17100,2.2364e+03,7.570e+01,-7.570e+01,5.88,1.870e+00,-6.200e-01,626.0,,,36.33,33.96,-11.48,44.80,6340.00,176.00,-242.00,4.457,0.067,-0.202,1.0100,0.3200,-0.1070
8587439,FALSE POSITIVE,8.391400240,5.8620000e-05,-5.8620000e-05,0.3420,0.1260,-0.3420,1.19300,0.27900,-0.27900,1.3440e+02,2.780e+01,-2.780e+01,1.10,2.800e-01,-2.000e-01,921.0,,,169.89,127.52,-67.42,9.20,5892.00,177.00,-159.00,4.389,0.175,-0.175,0.9350,0.2310,-0.1680
8712863,FALSE POSITIVE,0.532493086,2.6010000e-06,-2.6010000e-06,0.5580,0.3960,-0.3360,2.14500,0.50400,-0.50400,1.9900e+01,2.000e+00,-2.000e+00,1.87,2.200e-01,-8.600e-01,4893.0,,,135046.96,62033.26,-104048.97,8.90,6894.00,280.00,-385.00,3.476,0.408,-0.072,4.0320,0.4660,-1.8650
9079915,FALSE POSITIVE,0.812678859,4.1410000e-06,-4.1410000e-06,0.6640,0.1050,-0.5190,0.84100,0.19200,-0.19200,3.9300e+01,7.500e+00,-7.500e+00,0.83,2.700e-01,-9.000e-02,2403.0,,,7917.14,7293.49,-2401.06,7.40,6636.00,161.00,-221.00,4.349,0.065,-0.195,1.2360,0.3970,-0.1320
10208894,FALSE POSITIVE,183.836254000,5.3930000e-03,-5.3930000e-03,0.9560,0.0040,-0.6800,13.08800,0.56700,-0.56700,1.0462e+03,7.050e+01,-7.050e+01,51.64,8.930e+00,-1.339e+01,852.0,,,124.46,58.93,-64.02,15.70,4959.00,86.00,-149.00,2.569,0.030,-0.030,11.9630,2.0680,-3.1020
10214873,FALSE POSITIVE,5.959695593,,,0.6260,,,1.83830,,,1.5120e+02,,,1.13,3.200e-01,-1.000e-01,937.0,,,182.40,148.35,-47.66,4.70,5717.00,156.00,-156.00,4.538,0.035,-0.196,0.8840,0.2440,-0.0810
10253977,CANDIDATE,392.601892000,8.9110000e-03,-8.9110000e-03,0.7130,0.2440,-0.4940,3.21000,0.48200,-0.48200,7.7900e+02,1.240e+02,-1.240e+02,2.25,3.400e-01,-2.000e-01,204.0,,,0.41,0.20,-0.10,7.80,5307.00,159.00,-143.00,4.605,0.032,-0.097,0.7530,0.1120,-0.0690
10268714,FALSE POSITIVE,452.652060000,4.7040000e-02,-4.7040000e-02,0.6460,0.0490,-0.4750,19.87000,5.70000,-5.70000,1.7510e+02,1.420e+01,-1.420e+01,2.41,5.300e-01,-6.300e-01,345.0,,,3.33,2.10,-1.74,17.00,6664.00,161.00,-202.00,4.075,0.204,-0.136,1.7300,0.3750,-0.4580
10281311,FALSE POSITIVE,234.663191860,,,0.0290,,,7.62700,,,2.4350e+02,,,1.68,5.300e-01,-2.000e-01,328.0,,,2.73,2.48,-0.92,5.00,6306.00,169.00,-225.00,4.426,0.065,-0.208,1.0760,0.3350,-0.1340
10341876,FALSE POSITIVE,351.204993000,6.9860000e-03,-6.9860000e-03,0.7770,0.1750,-0.5230,22.41400,0.69300,-0.69300,1.2579e+03,6.580e+01,-6.580e+01,3.57,9.100e-01,-5.000e-01,258.0,,,1.04,0.79,-0.35,21.30,5845.00,158.00,-175.00,4.435,0.120,-0.180,0.9180,0.2360,-0.1270
10351947,CANDIDATE,260.446151000,3.9770000e-03,-3.9770000e-03,0.8960,0.0660,-0.6440,9.31400,0.39100,-0.39100,7.1390e+02,4.830e+01,-4.830e+01,25.39,1.600e+00,-4.800e+00,608.0,,,32.37,5.54,-12.68,16.80,4845.00,43.00,-93.00,2.897,0.030,-0.033,7.7960,0.4920,-1.4750
10160922,CANDIDATE,87.487573000,2.6340000e-03,-2.6340000e-03,0.1270,0.3380,-0.1270,5.88100,0.66000,-0.66000,5.2870e+02,7.760e+01,-7.760e+01,1.87,4.900e-01,-1.600e-01,377.0,,,4.79,3.66,-1.25,8.40,5774.00,155.00,-172.00,4.567,0.033,-0.176,0.8180,0.2120,-0.0710
10198225,CANDIDATE,11.945137600,2.1600000e-04,-2.1600000e-04,0.4430,0.5400,-0.2480,6.89300,0.54100,-0.54100,6.3300e+01,6.100e+00,-6.100e+00,3.32,6.400e-01,-1.050e+00,1337.0,,,755.16,408.67,-438.05,12.40,5094.00,100.00,-138.00,3.380,0.210,-0.157,4.1630,0.8080,-1.3130
10214341,CANDIDATE,277.133670000,1.5850000e-02,-1.5850000e-02,0.6620,0.3070,-0.4520,9.67000,1.60000,-1.60000,3.2120e+02,5.320e+01,-5.320e+01,1.84,5.600e-01,-1.800e-01,307.0,,,2.09,1.81,-0.61,8.70,6461.00,155.00,-213.00,4.474,0.052,-0.208,0.9710,0.2940,-0.0980
10219288,FALSE POSITIVE,3.381607000,1.8280000e-03,-1.8280000e-03,0.0880,0.3620,-0.0880,7.62700,0.38100,-0.38100,4.4060e+02,3.030e+01,-3.030e+01,117.25,2.779e+01,-3.820e+01,6037.0,,,314164.85,232594.75,-187591.92,16.60,3974.00,130.00,-118.00,1.056,0.318,-0.212,59.4370,14.0850,-19.3660
10226343,FALSE POSITIVE,0.660655454,1.4700000e-06,-1.4700000e-06,1.0980,0.1890,-0.0400,7.11100,0.35700,-0.35700,5.6690e+02,1.360e+01,-1.360e+01,16.81,5.010e+00,-2.140e+00,2497.0,,,9210.84,8092.05,-3291.30,77.70,6520.00,180.00,-270.00,4.375,0.062,-0.200,1.2150,0.3620,-0.1550
10263598,FALSE POSITIVE,145.750554000,3.5700000e-03,-3.5700000e-03,0.0170,0.4330,-0.0170,13.99900,0.76000,-0.76000,3.8560e+02,2.620e+01,-2.620e+01,15.34,8.800e-01,-4.690e+00,748.0,,,74.07,12.64,-43.90,17.00,5096.00,59.00,-209.00,3.007,0.030,-0.030,8.0380,0.4610,-2.4600
10266860,FALSE POSITIVE,2.178139540,2.4910000e-05,-2.4910000e-05,0.0540,0.4040,-0.0540,2.06300,0.27300,-0.27300,2.8600e+01,3.700e+00,-3.700e+00,1.00,2.300e-01,-2.600e-01,2073.0,,,4372.75,2997.89,-2205.80,9.70,6511.00,175.00,-175.00,4.003,0.234,-0.126,1.8510,0.4280,-0.4750
4763020,FALSE POSITIVE,384.097810000,2.4470000e-02,-2.4470000e-02,0.0160,0.4190,-0.0160,12.55000,1.40000,-1.40000,1.0010e+02,1.350e+01,-1.350e+01,1.63,3.400e-01,-5.100e-01,330.0,,,2.80,1.82,-1.59,8.70,5884.00,177.00,-133.00,3.979,0.323,-0.129,1.6280,0.3410,-0.5110
5128966,FALSE POSITIVE,0.505322676,,,1.0360,,,5.27270,,,7.7349e+04,,,46.59,1.442e+01,-5.750e+00,2275.0,,,6291.87,5921.72,-2099.15,384.60,5941.00,187.00,-208.00,4.490,0.065,-0.208,0.9240,0.2860,-0.1140
5288744,FALSE POSITIVE,333.716340480,,,0.0930,,,4.82360,,,4.2020e+02,,,3.53,7.700e-01,-1.140e+00,362.0,,,4.05,2.69,-2.39,3.10,6045.00,181.00,-163.00,3.956,0.315,-0.126,1.7190,0.3720,-0.5580
5305225,FALSE POSITIVE,322.507410000,2.0040000e-02,-2.0040000e-02,0.9120,0.0040,-0.6400,20.68800,0.99200,-0.99200,3.4950e+02,2.840e+01,-2.840e+01,2.11,5.800e-01,-2.500e-01,257.0,,,1.03,0.82,-0.32,13.70,5708.00,152.00,-169.00,4.465,0.078,-0.182,0.9330,0.2540,-0.1090
5598216,FALSE POSITIVE,373.871600000,3.7630000e-02,-3.7630000e-02,0.2460,0.2230,-0.2460,16.78000,3.10000,-3.10000,3.8270e+02,4.260e+01,-4.260e+01,2.19,6.200e-01,-5.500e-01,279.0,,,1.44,1.18,-0.72,10.30,5846.00,158.00,-158.00,4.258,0.276,-0.184,1.1160,0.3140,-0.2830
5637036,FALSE POSITIVE,171.046664000,1.6130000e-03,-1.6130000e-03,0.3870,0.0820,-0.3870,2.43800,0.32300,-0.32300,7.3100e+02,1.020e+02,-1.020e+02,32.31,2.300e+00,-8.640e+00,827.0,,,110.64,25.65,-57.60,9.80,4932.00,88.00,-137.00,2.697,0.033,-0.027,12.0480,0.8590,-3.2230
5647008,FALSE POSITIVE,0.799868354,5.9700000e-07,-5.9700000e-07,1.2740,0.0640,-0.0550,6.61300,0.15600,-0.15600,4.9288e+03,2.620e+01,-2.620e+01,34.70,8.740e+00,-3.730e+00,1816.0,,,2581.61,1967.48,-760.55,251.40,5568.00,166.00,-166.00,4.488,0.081,-0.161,0.8820,0.2220,-0.0950
10385708,FALSE POSITIVE,345.767100000,3.1290000e-02,-3.1290000e-02,0.3910,0.0660,-0.3910,15.38000,1.20000,-1.20000,2.1270e+02,1.940e+01,-1.940e+01,2.50,1.800e-01,-1.200e-01,336.0,,,3.02,0.63,-0.43,12.30,5845.00,79.00,-79.00,4.024,0.025,-0.020,1.7020,0.1200,-0.0830
10404545,FALSE POSITIVE,350.341140000,1.7140000e-02,-1.7140000e-02,0.0100,0.5040,-0.0100,16.97000,1.10000,-1.10000,1.3638e+03,9.880e+01,-9.880e+01,2.50,3.300e-01,-1.900e-01,202.0,,,0.39,0.18,-0.09,16.40,5188.00,153.00,-153.00,4.642,0.033,-0.083,0.6900,0.0930,-0.0530
10425070,FALSE POSITIVE,363.971650000,1.1440000e-02,-1.1440000e-02,1.3940,6.6640,-0.1590,5.70200,0.86800,-0.86800,1.9660e+03,2.800e+02,-2.800e+02,40.48,1.121e+01,-3.760e+00,231.0,,,0.68,0.56,-0.18,8.50,5648.00,169.00,-152.00,4.559,0.034,-0.184,0.8410,0.2330,-0.0780
10425070,FALSE POSITIVE,395.237530000,2.6290000e-02,-2.6290000e-02,0.6290,0.0450,-0.4590,18.49400,0.85000,-0.85000,1.2980e+03,1.070e+02,-1.070e+02,3.17,8.700e-01,-3.000e-01,225.0,,,0.61,0.50,-0.16,13.40,5648.00,169.00,-152.00,4.559,0.034,-0.184,0.8410,0.2330,-0.0780
10461045,FALSE POSITIVE,385.972410000,1.3100000e-02,-1.3100000e-02,0.4440,0.0200,-0.4440,12.16700,0.92900,-0.92900,1.6200e+02,1.880e+01,-1.880e+01,1.72,5.000e-01,-2.900e-01,325.0,,,2.65,2.18,-1.05,10.80,6732.00,162.00,-223.00,4.271,0.120,-0.195,1.3160,0.3800,-0.2220
10493253,FALSE POSITIVE,89.667675000,6.1580000e-03,-6.1580000e-03,0.3240,0.1390,-0.3240,3.72600,0.81900,-0.81900,1.4150e+03,2.760e+02,-2.760e+02,78.77,1.680e+01,-3.920e+01,1364.0,,,818.91,498.03,-632.05,7.00,4742.00,106.00,-118.00,2.099,0.385,-0.165,21.2910,4.5410,-10.5950
